participant;percentage;time;pos_x_right;pos_y_right;dil_right;pos_x_left;pos_y_left;dil_left;brightness;fov;trial;;
Marion;30;52.7;-0.02997854;-0.03352487;6.1754;0.05166668;-0.02247375;6.318695;1;-1;1;;
Marion;30;52.72;-0.03166953;-0.03364003;6.100708;0.0489881;-0.02322906;6.29422;1;-1;1;;
Marion;30;52.74;-0.0318352;-0.0326364;6.126892;0.04570878;-0.0204086;6.21843;1;-1;1;;
Marion;30;52.76;-0.03668058;-0.03281865;6.066605;0.04342526;-0.02426153;6.341583;1;-1;1;;
Marion;30;52.78;-0.03359696;-0.02881438;6.059113;0.0431118;-0.02057156;6.163513;1;-1;1;;
Marion;30;52.8;-0.03856823;-0.02945;6.096161;0.04049873;-0.0193046;6.218018;1;-1;1;;
Marion;30;52.82;-0.04126874;-0.02152765;6.02977;0.04210699;-0.01017019;6.301422;1;-1;1;;
Marion;30;52.84;-0.0226739;-0.01492131;6.113556;0.05196935;-0.001245022;6.434113;1;-1;1;;
Marion;30;52.86;-0.01797065;-0.01063594;6.17128;0.05585122;0.002326012;6.404251;1;-1;1;;
Marion;30;52.88;-0.016114;-0.08126095;5.999405;0.05408484;0.001105607;6.325226;1;-1;1;;
Marion;30;52.9;-0.01393408;-0.01219454;6.142349;0.05623555;0.002104998;6.384567;1;-1;1;;
Marion;30;52.92;-0.0124788;-0.01298559;6.157898;0.0611254;0.005657077;6.407898;1;-1;1;;
Marion;30;52.94;-0.0139257;-0.0834966;6.019287;0.05760574;-0.0004319847;6.397461;1;-1;1;;
Marion;30;52.96;-0.01103309;-0.01603827;6.22171;0.05353761;0.003418863;6.418762;1;-1;1;;
Marion;30;52.98;-0.01268584;-0.01238075;6.264862;0.05481172;-0.002168685;6.370422;1;-1;1;;
Marion;30;53;-0.009838611;-0.09574276;6.102982;0.05204225;-0.001498342;6.192245;1;-1;1;;
Marion;30;53.02;-0.01616886;-0.03084484;5.940826;0.04629165;-0.01397121;6.129684;1;-1;1;;
Marion;30;53.04;-0.02099618;-0.05628985;5.45755;0.02653658;-0.031573;5.520981;1;-1;1;;
Marion;30;53.06;2;0;-1;2;0;-1;1;-1;1;;
Marion;30;53.08;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;53.1;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;53.12;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;53.14;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;53.16;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;53.18;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;53.2;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;53.22;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;53.24;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;53.26;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;53.28;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;53.3;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;53.32;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;53.34;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;53.36;-1;-0.125;-1;-1;-0.125;-1;1;-1;1;;
Marion;30;53.38;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;53.4;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;53.42;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;53.44;-1;0;-1;-1;0;-1;1;-1;1;;
Marion;30;53.46;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;53.48;0;0.25;-1;0;0.25;-1;1;-1;1;;
Marion;30;53.5;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;53.52;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;53.54;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;53.56;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;53.58;2;0.25;-1;2;0.25;-1;1;-1;1;;
Marion;30;53.6;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;53.62;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;53.64;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;53.66;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;53.68;0;-0.125;-1;0;-0.125;-1;1;-1;1;;
Marion;30;53.7;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;53.72;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;53.74;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;53.76;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;53.78;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;53.8;1;-0.25;-1;1;-0.25;-1;1;-1;1;;
Marion;30;53.82;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;53.84;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;53.86;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;53.88;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;53.9;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;53.92;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;53.94;0;0;-1;0;0;-1;1;-1;1;;
Marion;30;53.96;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;53.98;0;1;-1;0;1;-1;1;-1;1;;
Marion;30;54;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.02;0;0;-1;0;0;-1;1;-1;1;;
Marion;30;54.04;0;0;-1;0;0;-1;1;-1;1;;
Marion;30;54.06;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.08;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.1;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.12;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.14;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.16;0;-1;-1;0;-1;-1;1;-1;1;;
Marion;30;54.18;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.2;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.22;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.24;2;1;-1;2;1;-1;1;-1;1;;
Marion;30;54.26;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.28;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.3;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.32;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.34;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.36;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.38;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.4;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.42;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.44;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.46;-2;0;-1;-2;0;-1;1;-1;1;;
Marion;30;54.48;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.5;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.52;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.54;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.56;2;-1.5;-1;2;-1.5;-1;1;-1;1;;
Marion;30;54.58;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.6;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.62;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.64;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.66;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.68;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.7;0;0;-1;0;0;-1;1;-1;1;;
Marion;30;54.72;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.74;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.76;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.78;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.8;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.82;-1;0;-1;-1;0;-1;1;-1;1;;
Marion;30;54.84;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.86;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.88;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.9;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.92;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.94;2;-0.5;-1;2;-0.5;-1;1;-1;1;;
Marion;30;54.96;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;54.98;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;55;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;55.02;0;-1;-1;0;-1;-1;1;-1;1;;
Marion;30;55.04;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;55.06;0;0;-1;0;0;-1;1;-1;1;;
Marion;30;55.08;0;-0.5;-1;0;-0.5;-1;1;-1;1;;
Marion;30;55.1;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;55.12;0;0;-1;0;0;-1;1;-1;1;;
Marion;30;55.14;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;55.16;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;55.18;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;55.2;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;55.22;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;55.24;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;55.26;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;55.28;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;55.3;0;-0.25;-1;0;-0.25;-1;1;-1;1;;
Marion;30;55.32;0;0.25;-1;0;0.25;-1;1;-1;1;;
Marion;30;55.34;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;55.36;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;55.38;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;55.4;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;55.42;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;55.44;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;55.46;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;55.48;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;55.5;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;55.52;0;-1;-1;0;-1;-1;1;-1;1;;
Marion;30;55.54;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;55.56;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;55.58;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;55.6;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;55.62;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;55.64;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;55.66;1;0.25;-1;1;0.25;-1;1;-1;1;;
Marion;30;55.68;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;55.7;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;55.72;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;55.74;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;55.76;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;55.78;-1;0;-1;-1;0;-1;1;-1;1;;
Marion;30;55.8;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;55.82;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;55.84;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;55.86;1;0;-1;1;0;-1;1;-1;1;;
Marion;30;55.88;0;-0.5;-1;0;-0.5;-1;1;-1;1;;
Marion;30;55.9;-1;-0.5;-1;-1;-0.5;-1;1;-1;1;;
Marion;30;55.92;-1;0.5;-1;-1;0.5;-1;1;-1;1;;
Marion;30;55.94;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;55.96;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;55.98;0;-0.5;-1;0;-0.5;-1;1;-1;1;;
Marion;30;56;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;56.02;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;56.04;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;56.06;0;0;-1;0;0;-1;1;-1;1;;
Marion;30;56.08;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;56.1;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;56.12;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;56.14;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;56.16;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;56.18;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;56.2;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;56.22;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;56.24;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;56.26;0;0;-1;0;0;-1;1;-1;1;;
Marion;30;56.28;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;56.3;-1;0;-1;-1;0;-1;1;-1;1;;
Marion;30;56.32;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;56.34;0;-0.5;-1;0;-0.5;-1;1;-1;1;;
Marion;30;56.36;0;0;-1;0;0;-1;1;-1;1;;
Marion;30;56.38;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;56.4;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;56.42;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;56.44;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;56.46;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;56.48;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;56.5;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;56.52;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;56.54;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;56.56;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;56.58;0;0.5;-1;0;0.5;-1;1;-1;1;;
Marion;30;56.6;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;56.62;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;56.64;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;56.66;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;56.68;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;56.7;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;56.72;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;56.74;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;56.76;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;56.78;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;56.8;0;0;-1;0;0;-1;1;-1;1;;
Marion;30;56.82;1;0;-1;1;0;-1;1;-1;1;;
Marion;30;56.84;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;56.86;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;56.88;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;56.9;1;0;-1;1;0;-1;1;-1;1;;
Marion;30;56.92;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;56.94;-1;-0.5;-1;-1;-0.5;-1;1;-1;1;;
Marion;30;56.96;-1;0.5;-1;-1;0.5;-1;1;-1;1;;
Marion;30;56.98;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;57;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;57.02;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;57.04;0;-0.5;-1;0;-0.5;-1;1;-1;1;;
Marion;30;57.06;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;57.08;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;57.1;-1;0;-1;-1;0;-1;1;-1;1;;
Marion;30;57.12;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;57.14;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;57.16;-1;-0.5;-1;-1;-0.5;-1;1;-1;1;;
Marion;30;57.18;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;57.2;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;57.22;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;57.24;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;57.26;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;57.28;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;57.3;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;57.32;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;57.34;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;57.36;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;57.38;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;57.4;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;57.42;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;57.44;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;57.46;0;0;-1;0;0;-1;1;-1;1;;
Marion;30;57.48;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;57.5;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;57.52;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;57.54;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;57.56;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;57.58;0;0.5;-1;0;0.5;-1;1;-1;1;;
Marion;30;57.6;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;57.62;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;57.64;-1;0;-1;-1;0;-1;1;-1;1;;
Marion;30;57.66;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;57.68;0;0.5;-1;0;0.5;-1;1;-1;1;;
Marion;30;57.7;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;57.72;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;57.74;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;57.76;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;57.78;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;57.8;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;57.82;1;0;-1;1;0;-1;1;-1;1;;
Marion;30;57.84;-1;-0.5;-1;-1;-0.5;-1;1;-1;1;;
Marion;30;57.86;-1;0;-1;-1;0;-1;1;-1;1;;
Marion;30;57.88;0;0;-1;0;0;-1;1;-1;1;;
Marion;30;57.9;-1;0;-1;-1;0;-1;1;-1;1;;
Marion;30;57.92;0;0.5;-1;0;0.5;-1;1;-1;1;;
Marion;30;57.94;0;0;-1;0;0;-1;1;-1;1;;
Marion;30;57.96;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;57.98;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;58;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;58.02;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;58.04;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;58.06;-1;0;-1;-1;0;-1;1;-1;1;;
Marion;30;58.08;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;58.1;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;58.12;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;58.14;0;0;-1;0;0;-1;1;-1;1;;
Marion;30;58.16;-1;0;-1;-1;0;-1;1;-1;1;;
Marion;30;58.18;0;-0.5;-1;0;-0.5;-1;1;-1;1;;
Marion;30;58.2;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;58.22;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;58.24;-1;0;-1;-1;0;-1;1;-1;1;;
Marion;30;58.26;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;58.28;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;58.3;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;58.32;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;58.34;0;0;-1;0;0;-1;1;-1;1;;
Marion;30;58.36;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;58.38;0;0;-1;0;0;-1;1;-1;1;;
Marion;30;58.4;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;58.42;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;58.44;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;58.46;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;58.48;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;58.5;0;0;-1;0;0;-1;1;-1;1;;
Marion;30;58.52;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;58.54;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;58.56;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;58.58;1;-0.5;-1;1;-0.5;-1;1;-1;1;;
Marion;30;58.6;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;58.62;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;58.64;0;-0.5;-1;0;-0.5;-1;1;-1;1;;
Marion;30;58.66;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;58.68;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;58.7;-1;-1;-1;-1;-1;-1;1;-1;1;;
Marion;30;58.72;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;58.74;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;58.76;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;58.78;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;58.8;1;0;-1;1;0;-1;1;-1;1;;
Marion;30;58.82;0;-0.5;-1;0;-0.5;-1;1;-1;1;;
Marion;30;58.84;0;0;-1;0;0;-1;1;-1;1;;
Marion;30;58.86;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;58.88;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;58.9;-1;0;-1;-1;0;-1;1;-1;1;;
Marion;30;58.92;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;58.94;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;58.96;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;58.98;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;59;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;59.02;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;59.04;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;59.06;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
Marion;30;59.08;-0.5;-0.5;-1;-0.5;-0.5;-1;1;-1;1;;
